x,y,z,cell_type_patient
12.396641,6.938588,-1.2083507,0
16.840117,5.1197085,1.1334001,0
15.284252,6.63336,1.1725785,0
15.169862,4.9565506,1.439704,0
15.864576,3.3844292,1.556947,0
13.838802,6.4322205,-1.2319995,0
16.293163,4.81738,-0.13769612,0
15.262248,5.855301,-0.1284837,0
14.083551,6.36832,-0.65879524,0
13.127444,5.8408456,-0.62419254,0
14.888232,6.1618,0.67151076,0
11.372006,3.9013295,-0.56201494,0
12.368078,7.0204387,-0.72550124,0
10.831717,5.490634,-0.028722553,0
12.067142,3.22569,0.2805812,0
11.8393755,3.7122345,0.75586325,0
14.77037,5.4991612,0.58242196,0
11.712091,5.3322363,0.7175195,0
12.582879,3.488253,0.24103227,0
14.184177,4.158061,-0.34192768,0
11.62566,3.6113727,-0.36617103,0
12.673899,6.999518,0.47128585,0
12.65117,3.4795113,0.3786698,0
12.872238,3.4589624,0.3595306,0
13.191523,6.466219,-1.816547,0
15.505911,3.7657971,-1.2034695,0
12.970615,3.6478078,-0.53505987,0
13.76003,3.6574378,-0.91580963,0
13.947471,6.0230355,-1.04008,0
11.136991,6.9494042,-0.5538497,0
13.377162,3.4033573,0.48499864,0
13.892028,4.052523,-0.16358097,0
13.913999,3.8931785,0.10404317,0
16.708866,4.3076286,-1.4941403,0
14.67344,4.1000156,0.5381967,0
15.8973465,5.046471,-0.61037076,0
10.81705,6.490006,-0.7947883,0
14.982232,5.2145953,0.98331374,0
15.606791,2.9975314,0.03539615,0
12.441365,6.035209,-1.4572055,0
12.8646145,3.5513318,-0.001615858,0
12.280876,6.1255155,0.53668064,0
13.123616,3.5099611,-0.13153175,0
14.81436,2.987446,0.27802408,0
13.264912,3.603299,-0.09448404,0
13.496956,5.5891595,-0.94972575,0
14.269017,5.978069,1.0614554,0
11.655394,3.288118,0.6204541,0
11.361401,5.07656,0.19427507,0
13.794955,4.729952,0.10467257,0
11.200954,4.6083546,0.15147562,0
16.81873,4.991736,-0.4063183,0
11.066294,4.5388117,0.1997713,0
11.956744,3.692248,0.20435302,0
11.637547,3.2507997,0.2724313,0
12.978248,5.5741863,1.0220923,0
17.303581,4.692844,-0.7734501,0
12.953998,6.48988,0.74921894,0
15.590676,4.1086555,1.8345159,0
12.512467,7.052521,0.8856617,0
14.7869835,3.7475276,1.0428879,0
15.419063,4.2695947,1.9553968,0
14.967805,7.4198685,-0.2407564,0
13.665053,6.1551633,-0.4008731,0
12.323021,4.2619224,-1.4167336,0
15.401526,4.615324,0.66044736,0
15.477811,4.2392635,1.0411011,0
15.139851,4.1802754,1.5377377,0
12.039313,3.2621703,0.10093381,0
14.004386,3.0219944,0.27169225,0
11.691655,7.331856,-0.046508543,0
14.50184,6.5350127,0.5548175,0
15.319552,4.1411796,0.27703363,0
13.00225,6.5426664,0.4832756,0
13.667065,3.9948547,-0.3631723,0
12.831066,3.5499208,0.83804303,0
14.464405,4.0793157,-0.13092439,0
14.302269,4.566265,-1.2098101,0
12.303646,7.7877154,-0.440459,0
13.818782,6.9296417,0.6059327,0
16.736532,4.2330246,0.4701549,0
14.0025215,7.5262213,0.106659584,0
13.034097,3.3368652,0.06505918,0
15.522191,6.6637754,0.07397731,0
11.730947,3.113828,0.30128512,0
15.155319,5.009738,0.613982,0
16.643566,5.1821656,-0.044864472,0
15.949899,4.2824464,0.38173407,0
13.457376,3.6354125,-0.1938307,0
13.138149,4.938942,-0.18455173,0
11.37278,6.3387737,-0.38975886,0
16.42233,4.8128,-0.37984386,0
16.4021,3.9235427,-0.504987,0
14.574215,4.5053096,0.18119155,0
13.244093,7.756352,-0.10648447,0
12.981655,5.7738867,-0.62259024,0
12.837923,7.2395654,-0.9008007,0
15.784179,4.172838,1.5782673,0
14.261896,5.502357,0.9901457,0
12.116714,3.4644618,0.11826272,0
15.18963,5.1799507,-0.46782315,0
11.879314,3.2467885,0.35646388,0
13.410264,5.265612,-0.444948,0
14.808461,3.61015,1.3933417,0
15.070126,4.821021,0.3463821,0
16.15606,5.1432276,-0.62498224,0
12.615989,3.4572706,-0.111838676,0
13.843293,5.2139316,-1.350509,0
14.384934,6.896769,0.23899011,0
14.264182,4.156107,-0.8586314,0
15.434605,5.1751657,-0.7830367,0
13.13916,7.511717,-0.6834967,0
11.223214,4.430872,0.19955277,0
14.197043,3.8576229,0.799075,0
11.542981,3.6289935,0.32428044,0
15.1083555,4.870845,-1.7901983,0
14.28103,3.8099017,-0.7598813,0
12.572679,4.7153964,0.73683923,0
10.7418,5.4431605,-0.061942678,0
12.476724,6.335492,-1.6842151,0
11.204478,4.7702417,-0.31877697,0
15.582488,3.4406457,-1.2151294,0
11.910778,3.3538296,0.21350372,0
13.236013,5.4787936,-0.4513008,0
12.585213,3.6267052,-0.31491044,0
13.280208,3.5368342,0.0019107973,0
12.611979,3.9070566,-0.8027649,0
13.121932,3.4154668,0.15645063,0
12.5196085,7.1219788,-0.2174711,0
11.664152,3.322272,-0.25744817,0
15.275307,3.7768307,-1.5603018,0
15.460132,3.9526792,0.07013342,0
13.842505,7.1159616,-1.0388364,0
13.693272,7.114444,0.52734876,0
11.447357,6.633886,-0.23385058,0
12.972691,4.1331506,-0.33556366,0
14.669343,6.001634,0.30626193,0
10.991751,5.053752,-0.21857975,0
16.91837,4.8299904,-0.017176865,0
14.730214,6.6072946,-0.53927433,0
11.54391,6.769625,-0.80242723,0
14.159758,4.6852126,0.54813033,0
16.80101,4.1509347,0.46596047,0
12.47904,5.831518,-0.047579937,0
15.158003,3.687799,-1.4065428,0
17.284567,4.9862304,0.90779203,0
11.964634,7.187976,-0.83852905,0
11.236561,3.8942573,-0.11903837,0
15.553752,3.7026694,-0.67179555,0
12.623592,7.327386,-0.5454287,0
13.1611395,5.0977073,-0.83620495,0
13.935368,6.082934,-1.1994838,0
11.857075,3.4756072,-0.032520793,0
11.923021,4.069163,-0.95156395,0
16.890398,5.185141,-0.2089273,0
12.133477,3.5688279,0.15827811,0
11.507104,3.756945,0.2354164,0
16.233843,3.6676672,1.1673962,0
11.592664,3.3655043,0.16514,0
15.349506,5.57807,0.9382939,0
12.943393,5.2475314,-1.6017444,0
14.859263,6.532982,0.23879966,0
16.573778,3.6272345,-1.6407607,0
17.273193,3.558094,0.9662364,0
14.603207,4.382966,-2.021911,0
15.68379,4.023894,0.32293993,0
17.46047,3.5571754,-0.40541068,0
13.965119,4.724822,-1.5788195,0
12.48646,4.4395585,-0.72076976,0
11.2498,4.6021185,0.08015538,0
11.931753,7.4055943,-0.45384857,0
14.370427,6.641733,0.2653208,0
12.022213,6.7336555,-0.8589655,0
16.20548,3.8241537,0.972638,0
14.417513,3.2685723,1.0538824,0
16.657955,4.388521,-0.33959875,0
18.75324,3.7449465,-0.18668889,0
16.89382,6.4812927,0.2877967,0
13.129783,6.2360563,-1.0221088,0
15.661006,5.7199516,0.7217551,0
14.1543045,3.9887526,-0.53768176,0
15.1475115,6.4752035,0.8834742,0
13.19259,6.581471,0.5692548,0
11.013493,5.1445813,0.20970105,0
11.530693,3.8752306,-0.04314009,0
11.477437,6.6523533,-0.394489,0
13.470269,5.9538546,-2.003346,0
14.919662,5.5500484,-0.25352415,0
15.252124,5.828195,0.3639723,0
13.196655,4.4686184,0.27670655,0
11.559497,3.3697147,0.12669924,0
13.995686,5.1755357,0.018370425,0
12.566797,3.652512,-0.7598689,0
13.636885,3.218019,0.36126295,0
11.814951,7.5664153,-0.6320649,0
12.843885,5.319602,-1.9030328,0
16.304775,5.4546266,-0.2964208,0
16.549551,3.2573907,1.4648734,0
11.147281,5.8857155,0.32977542,0
11.177326,6.2176824,-0.059303902,0
11.336997,4.3865395,0.31102458,0
16.05885,4.5161195,-0.85416436,0
11.386932,4.4909105,0.25897434,0
16.299026,4.0068316,0.61700964,0
13.843132,3.2075868,0.5084546,0
18.297869,4.9449277,0.50331616,0
12.962655,6.2364116,-0.46472776,0
15.259865,7.287119,0.47002003,0
14.741771,3.8796422,-0.64104486,0
16.088768,3.6971855,1.5706742,0
12.891288,5.0884595,-1.3482642,0
16.395695,3.6957357,1.4821589,0
11.584589,3.8213506,-0.6264308,0
14.922398,3.1923816,-0.055146,0
11.254874,4.1337614,0.08279108,0
13.241495,7.202014,0.51573473,0
13.913719,3.9981008,-1.5785937,0
14.918117,6.6921554,-0.37738773,0
16.255775,3.8031747,-0.45189178,0
12.172551,7.5944557,-0.73572457,0
10.998578,6.9982014,-0.5662712,0
15.207147,4.1548567,0.7892998,0
10.627911,6.546199,-0.47882077,0
15.985324,6.398137,-0.25784603,0
16.43354,5.5701704,-0.16956443,0
12.391077,7.6411486,-0.48643288,0
13.097276,6.1388044,-1.857195,0
16.443897,4.498954,-0.2461171,0
11.372846,6.845462,-1.0296915,0
15.322255,6.5710897,-0.008086407,0
16.581896,3.3385143,-1.374135,0
16.727964,5.4364676,0.06728101,0
17.030622,3.13785,0.28023145,0
12.578593,5.753656,-1.4277002,0
12.89895,6.6297913,-1.80504,0
10.705761,6.4922104,-0.4849885,0
14.312101,3.6648798,-0.32214612,0
14.448603,5.2633014,-0.2188663,0
15.925681,6.575571,1.2545844,0
13.610423,5.41543,-1.987277,0
11.412734,4.016745,0.57953745,0
15.09547,6.72342,0.19155414,0
12.632501,3.9370244,0.37220767,0
13.371094,7.068877,0.17279835,0
12.2621565,3.2511714,0.166003,0
12.870067,5.208015,0.23831528,0
11.002998,4.4522867,-0.16319613,0
11.463718,3.3922358,0.10463664,0
12.358621,3.6958687,-0.94428515,0
11.490376,3.901737,0.18530144,0
14.579944,7.3690557,0.6195407,0
12.180378,7.108362,0.7506082,0
11.966706,7.033604,-0.514616,0
14.5341215,6.8585353,0.91635513,0
15.483709,7.0732102,0.13226043,0
15.874748,5.854175,0.78775084,0
10.894441,5.8779426,0.30337328,0
14.150328,6.870169,1.0628972,0
11.902185,4.348459,-0.67327565,0
15.049756,3.7292275,1.1898079,0
12.740887,5.3556437,1.1510956,0
13.963893,6.0257044,-1.0266987,0
14.666944,3.7045765,-1.9874163,0
14.343706,5.1417146,-0.6054809,0
14.8697815,6.5885143,0.28290775,0
13.07023,7.0679126,-0.33588895,0
14.437465,4.0505533,-1.5834368,0
12.573619,5.898249,0.059669204,0
11.058431,6.3805804,-0.10547375,0
17.091875,4.131694,0.25039417,0
13.741028,4.9970293,-0.14859726,0
11.580984,6.369646,-1.4882746,0
14.888414,6.962583,0.6717038,0
14.557442,6.380405,0.46370673,0
11.580277,6.630775,0.59847075,0
15.044643,4.9694037,-1.5536968,0
11.636056,7.2551455,0.08513273,0
16.065159,5.9894743,0.7765227,0
12.915572,7.1773634,0.37575263,0
12.851795,4.0556393,-0.0844083,0
18.032059,4.2267356,1.0349048,0
10.5535555,5.9162755,-0.032488458,0
14.371991,6.1527276,-1.1940429,0
11.959027,4.175409,-0.9993574,0
13.820442,5.4784703,0.29481548,0
11.565542,5.016498,0.108876504,0
13.395175,5.5389633,-0.7210113,0
14.925672,4.859041,-1.9016963,0
11.547571,7.0367236,0.36705777,0
11.154787,6.3337345,0.011650916,0
13.648216,5.1823864,-0.6143421,0
11.98291,6.4317875,-1.1639509,0
14.106379,7.009838,0.32740307,0
12.784603,7.3080344,0.38226444,0
17.055885,3.823544,0.81621176,0
14.464007,6.6862097,0.726836,0
14.263636,4.673839,0.32686374,0
11.589892,5.1422734,-0.00035900073,0
13.57391,7.6179557,-0.4666808,0
12.981286,6.088566,-0.64566046,0
13.850272,7.6238456,0.09026588,0
12.021949,7.4536204,-0.3405425,0
12.133359,3.741412,0.63859355,0
10.951424,6.846474,-0.6592689,0
12.480542,5.7532935,0.90280133,0
11.458496,3.7741675,-0.7606091,0
13.505196,7.0304837,0.93862194,0
15.541159,4.8878675,1.0591408,0
13.521724,6.4104347,-0.07481313,0
14.792075,5.5510607,0.060817406,0
13.532928,3.9915936,-1.5961107,0
13.350308,7.67963,-0.55900186,0
13.269465,4.4015436,-0.7471989,0
12.244461,5.380944,0.3566279,0
15.449607,7.1209006,-0.2639557,0
12.504803,6.8325353,0.20572533,0
15.281567,6.101014,-0.6561746,0
12.834415,7.4367003,-0.9584425,0
16.330315,4.061358,1.8791367,0
13.198995,4.199092,-0.88891006,0
14.277667,7.612237,0.35300243,0
13.951286,4.3120484,0.4117252,0
12.999601,4.7113714,-1.9123245,0
13.96668,4.7840586,-0.5531538,0
17.534195,3.4529786,-0.3113413,0
15.233447,3.8112001,0.5248214,0
14.157353,4.480447,0.4047886,0
14.613508,5.736406,-0.45108983,0
14.250508,3.7566407,-0.7321541,0
15.065815,3.9885802,1.4465439,0
15.774183,6.6142836,1.2761732,0
11.914041,6.939427,0.43573397,0
13.825027,4.6904693,1.181453,0
12.03002,7.2274027,0.15449649,0
15.938481,5.1792808,-0.93418145,0
13.843852,4.468934,-0.045049865,0
11.231846,4.9476914,0.23546755,0
15.6002245,5.3634067,0.773485,0
16.751598,5.7748175,-0.26240665,0
12.138783,6.8624344,0.23281616,0
13.8461895,6.3932824,-1.0967892,0
17.87393,5.16488,0.12309073,0
13.793594,5.770639,0.08046354,0
13.344254,6.7347503,-0.92281306,0
16.779942,5.951155,-0.072794974,0
13.724255,5.768209,-0.111648135,0
16.610407,4.1460667,0.66615206,0
15.131636,4.7310495,0.53722966,0
11.988811,6.332068,-0.78560007,0
16.834946,3.9121087,-1.5302866,0
11.676818,3.9306324,0.44328558,0
16.788185,6.0688257,0.2390215,0
15.7406435,3.543467,1.223699,0
13.626649,5.986135,-0.23873557,0
13.89729,5.122151,0.75539654,0
17.04818,5.121519,-0.05716079,0
12.948556,6.3447905,-1.5710447,0
12.268464,6.091553,-0.696956,0
14.1043005,7.028873,-0.93263906,0
12.703065,7.8370695,-0.29615745,0
13.302014,7.6413164,0.31926215,0
12.952521,6.009296,-1.2364544,0
12.981899,6.722223,0.31843463,0
11.133783,6.5572133,-0.55237323,0
14.251156,4.6814666,-0.626057,0
17.605883,3.4055233,-0.036606655,0
15.993268,4.9619236,-1.00233,0
12.000423,6.1498013,0.79218817,0
11.605131,4.0801473,0.35850084,0
13.974851,6.0694847,-1.1627129,0
15.3743105,6.573388,-0.85043114,0
17.021801,5.648203,-0.21472166,0
18.305157,3.7028975,-0.18412249,0
14.490175,7.1416693,0.78140223,0
15.602733,7.075425,0.09812538,0
14.981474,6.4979434,-0.8494106,0
18.149197,4.078635,-0.26835248,0
13.988739,6.441828,0.250568,0
15.711754,4.407618,-1.3483402,0
11.193573,6.666421,-0.73018456,0
13.60603,6.0579915,-1.840713,0
14.694564,3.4365845,0.30166546,0
17.468847,2.9386826,0.39142448,0
13.921725,3.5357633,0.13259609,0
16.16653,4.924062,0.90337974,0
14.18357,5.3939257,-1.1294441,0
14.003272,6.6408463,0.11620553,0
14.88307,6.7867384,0.62083006,0
16.21213,4.939954,-0.57693857,0
17.029184,3.5149503,-1.4110777,0
12.968738,7.7310653,-0.22195691,0
11.773246,7.0665336,-0.5821413,0
14.968625,6.675658,0.44234627,0
13.442413,7.8644075,-0.32903165,0
11.529978,7.1205134,-0.023765558,0
13.690709,5.901556,-1.3910692,0
14.24358,4.1326113,-0.6417565,0
18.502691,4.5222535,-0.3346011,0
16.802763,3.0427039,1.999125,0
16.204102,4.9117236,-0.710202,0
16.705036,6.437873,-0.053321656,0
14.170023,7.556414,0.6949627,0
15.118322,6.0581956,-0.46320587,0
15.018775,4.064529,0.9367672,0
12.488124,7.415935,-0.12157678,0
12.555432,6.5846844,-1.6639391,0
17.467422,2.8239915,1.2992933,0
18.47376,3.8579607,-0.6649018,0
14.399038,7.0277925,-0.035239313,0
14.168843,6.7507634,-0.29082736,0
15.489239,6.5177417,-0.32776958,0
15.451535,6.0294023,-0.72663707,0
12.638614,6.541955,-0.96928656,0
12.232345,6.0246196,-1.5496032,0
15.858789,6.7926216,0.6451188,0
14.761222,6.673724,1.2120031,0
19.305498,4.2903967,0.030500932,0
18.33996,4.8712816,1.1326694,0
15.181921,3.981061,1.3128499,0
16.080858,4.2237563,-0.9496717,0
15.053638,5.2309856,-0.21203199,0
12.951999,6.5097113,-1.1173944,0
17.617733,5.90707,0.35406414,0
15.141645,6.385671,-0.41242337,0
15.703757,6.9134865,-0.36976257,0
16.26653,6.5045137,0.2832947,0
13.800991,7.7196007,-0.37605137,0
13.771579,7.854834,-0.10762333,0
12.843046,5.7222714,-0.53976667,0
13.743632,7.4644284,0.33426264,0
12.965698,7.0557394,-1.5173078,0
13.962096,5.912507,-0.8920034,0
16.408598,4.6674027,-0.228529,0
12.812706,7.0044603,-0.6612011,0
16.587168,3.2596138,1.4530759,0
13.351171,7.798223,0.0053495704,0
12.421348,5.767424,-0.59764725,0
16.181732,5.7978864,0.52982324,0
12.869427,6.9396667,-1.2436616,0
11.489884,7.519191,-0.22585088,0
15.009873,6.949045,0.7901475,0
11.288288,5.5171723,-0.8554375,0
13.04643,7.016509,0.8580393,0
16.066317,5.868071,0.9275499,0
13.097009,6.84107,-0.070896804,0
13.555469,6.022404,0.39163586,0
16.291245,6.272335,0.65521485,0
16.55774,6.0690475,0.58826715,0
10.969372,6.6750507,0.28280762,0
13.958264,6.360283,-1.2969352,0
12.961242,5.078392,-1.5042735,0
16.112812,6.1360197,1.3518628,0
11.758985,5.938665,-0.9973044,0
14.610276,4.6546545,-0.92250866,0
13.372809,6.1707406,-0.875247,0
15.96725,5.318906,0.57771254,0
10.51701,6.5538554,-0.26534724,0
14.0931635,7.6433563,-0.12594078,0
15.92933,2.9438949,-0.019097071,0
11.455971,4.4810333,0.48131374,0
11.686879,5.6217613,-0.30257857,0
15.14663,5.9412894,0.5376224,0
13.734287,5.2667494,-0.47112063,0
14.960446,6.999651,0.29499787,0
15.569686,6.3703938,1.0913279,0
18.188297,4.228329,1.2958469,0
15.490533,6.343863,1.3202506,0
14.991463,3.6684892,0.89141524,0
13.650407,7.872435,-0.11258913,0
15.79102,6.713267,0.5825388,0
16.341871,5.911669,0.6403284,0
12.863414,7.007514,-0.15380964,0
16.997725,5.188419,0.85718787,0
14.552052,7.639224,0.30264962,0
12.526615,5.5892196,0.8290028,0
16.73886,5.7788677,-0.26298225,0
16.117033,4.1013603,0.6706961,0
16.092869,4.7217436,0.8000662,0
14.960209,7.0119877,0.95203096,0
11.437448,7.136717,0.34423706,0
16.76747,5.120027,-0.20204951,0
16.452862,6.481825,0.8911748,0
16.12992,6.396523,1.3592402,0
18.196966,3.6731203,0.019793758,0
18.910845,3.9984734,-0.0037777023,0
15.277263,3.6172538,0.44649118,0
15.695763,4.7214713,-0.26051733,0
11.360356,3.996764,-0.5452343,0
16.378557,4.180621,1.6624424,0
15.330107,3.5167491,-1.1801921,0
13.349037,5.2231116,-1.8226006,0
18.403183,5.1630764,-0.08201638,0
12.388101,4.400459,-1.3225677,0
13.869749,7.492412,0.48334998,0
16.007418,6.717665,0.95427454,0
15.433312,4.0513697,-1.5807236,0
17.891764,4.5860605,-0.44008136,0
13.10145,5.524599,-0.8238284,0
17.976114,4.277557,0.7372655,0
15.295594,6.4599514,0.7180651,0
18.06778,4.6180778,0.19159897,0
16.398804,4.152187,-0.45256713,0
15.015459,6.6988783,0.743199,0
17.707224,5.843809,0.45829424,0
11.170096,3.6680298,-0.60223097,0
17.182524,5.7898507,0.50618905,0
17.412441,3.625595,-1.1837955,0
17.920874,4.126449,1.1731157,0
16.482243,5.091275,-0.12104449,0
13.720091,5.661391,-1.3885441,0
17.921846,5.582671,0.48724374,0
15.530199,6.8019414,0.9198583,0
15.543175,6.3859086,-0.94933677,0
14.694334,5.882463,-0.736,0
15.80276,6.931474,0.31993774,0
18.018885,5.19446,-0.3752082,0
12.464652,3.6836867,0.46191436,0
12.330882,5.5230565,0.20596929,0
16.030466,4.5703945,-0.9840657,0
12.2628145,3.2695305,0.58146244,0
14.396666,6.5836306,0.41815385,0
14.7428255,6.8588448,0.6959628,0
13.692264,6.352946,-0.9725786,0
17.94455,4.8563933,1.228201,0
12.679459,4.1605453,0.7171687,0
14.694917,6.0624075,0.08798991,0
13.446389,7.3076816,0.49300668,0
13.700053,4.6766233,1.2088399,0
13.950409,4.448437,-0.5179786,0
15.112201,5.7194695,-1.477328,0
11.53439,3.366206,0.67208827,0
11.904037,3.6218061,0.572563,0
15.299172,5.619404,-0.14653783,0
12.056763,3.883678,-0.40299204,0
11.868897,3.7161722,0.6454664,0
15.553203,5.5626493,1.0055765,0
14.568477,3.8632996,0.24263595,0
13.741168,4.102332,0.6706781,0
11.403961,3.7892716,-0.17700595,0
13.368803,3.4244885,0.56281316,0
16.77191,5.996945,0.49698195,0
12.377548,3.7528517,0.61333317,0
16.552242,3.9618154,1.1303594,0
13.146944,5.0844507,-0.28839427,0
13.644371,3.9911046,-0.7438343,0
12.739045,4.0530305,0.5099032,0
14.783587,3.7596495,-0.4840178,0
12.681479,5.4339104,0.33834982,0
11.284596,6.1482344,0.6268167,0
11.564997,4.01966,0.4599008,0
11.53314,3.2948487,0.5692879,0
14.128717,7.0043125,0.46617723,0
12.245884,7.714709,-0.3006,0
12.032309,3.5850406,0.8184367,0
12.864275,4.202134,-0.24540257,0
14.366163,7.1765766,-0.18419257,0
13.026298,6.8820972,0.37603402,0
12.1163,5.2819467,0.034495752,0
10.96365,6.162401,-0.10287157,0
12.31686,7.1895237,0.47905645,0
12.700782,6.250621,1.1164808,0
14.029045,5.411035,0.640076,0
13.247193,5.497429,0.7290513,0
10.599176,6.181554,-0.10865168,0
13.576177,4.9275045,-0.3133523,0
14.985018,5.127544,0.6415174,0
14.701379,6.705389,0.19221447,0
12.655789,3.7334728,0.32424372,0
13.593183,6.4837046,-0.82437253,0
13.876252,4.1892486,0.33090308,0
11.393206,5.4073257,0.23888242,0
13.426827,4.889986,-0.53301764,0
14.114207,4.2587266,-1.2007673,0
11.58554,3.7666905,-0.5997627,0
17.128687,5.388563,0.80773,0
16.258993,6.5534563,0.19073604,0
12.045325,3.4871035,0.25446984,0
13.72969,4.854177,-1.841825,0
14.538168,3.8217947,-0.99645084,0
12.434613,5.9763665,0.969818,0
10.926492,5.9107175,0.21763915,0
11.98862,5.2374663,0.5567629,0
