x,y,z,cell_type_patient
1.6767254,6.1261544,5.0617223,2
0.98166394,5.851496,4.6729774,2
0.8551438,9.043134,5.251421,2
0.75633943,7.996632,2.604066,2
1.6488826,8.535417,1.7980118,2
0.75516385,6.228531,2.986926,2
1.8119304,6.324725,4.77366,2
-0.77046007,9.867272,1.8409406,2
1.1829932,7.7044783,5.2098556,2
1.5087837,8.852467,1.9974401,2
-0.712017,6.440338,3.9303586,2
2.4171782,7.9412417,2.8405879,2
1.9574852,7.8555493,4.422639,2
1.772366,5.6870766,3.0299478,2
-1.0301411,9.554195,5.3928294,2
-1.5108886,9.731973,5.6596107,2
1.0090051,5.5746474,5.7971635,2
0.39044785,7.8803034,3.2438307,2
1.932309,6.3489327,3.6297374,2
0.8917691,6.559735,4.2975807,2
1.4143492,8.71487,4.508368,2
0.38415408,7.3463063,4.5087337,2
-1.0058078,5.429058,2.5896153,2
0.7719437,9.253924,4.684577,2
0.3548657,9.459554,4.8340015,2
-0.99608874,6.542178,4.8544025,2
-0.09094137,7.8721786,4.8941064,2
0.8753635,4.1383862,5.19972,2
-0.263724,10.0480385,2.6836016,2
1.3073925,6.1828947,4.5662656,2
0.91932106,7.1682234,2.3253503,2
0.6649073,10.101523,2.159728,2
-0.5958597,6.61214,4.3693724,2
1.1081835,8.409463,4.1078844,2
0.9547653,8.461605,5.391497,2
0.8888431,8.952925,4.927425,2
-0.47240642,7.5424247,5.7784295,2
-1.1837401,7.103616,3.461865,2
-0.78971165,6.6454926,3.9544713,2
1.1687608,8.940876,1.9036394,2
1.9645196,7.6079307,3.163901,2
2.523593,5.876574,3.4123025,2
-0.0697629,9.538751,2.5273643,2
0.2873279,8.112882,4.2543616,2
0.58609325,7.808982,4.181846,2
0.6912743,5.6056614,5.437297,2
-1.4845908,6.4828296,2.2198036,2
1.4761732,3.9956617,3.744914,2
0.544314,5.2521157,3.4686027,2
0.9609956,6.4515815,3.7353468,2
-1.4044089,9.5569725,2.8462088,2
0.89029,8.663949,4.3566127,2
1.3172057,8.162568,4.276472,2
-0.31345814,8.840877,5.2369084,2
0.9371027,6.148762,5.702814,2
1.7375265,8.654906,4.6925845,2
0.5731935,5.5045652,5.7809114,2
0.25980806,7.6422668,5.8389573,2
-0.15462334,9.176969,4.801792,2
-1.4634749,7.671703,5.219537,2
1.2336243,9.953166,3.5128882,2
0.9034882,7.474752,2.5995893,2
0.4699561,8.703223,1.8340498,2
2.3449855,6.936038,3.7462945,2
2.4230232,8.256871,3.9010475,2
1.9466403,5.546638,2.9794579,2
0.41490352,4.9501863,2.9403198,2
-1.7495738,5.8133974,3.446614,2
0.83124053,7.5586386,4.67321,2
-1.4542272,9.744695,5.6104007,2
-0.7856679,6.6826644,3.9691365,2
1.736951,7.912882,4.7050753,2
-0.44062936,8.002635,2.6631186,2
0.32004577,5.760984,5.245809,2
-0.33173683,8.486143,4.7234807,2
1.4952952,8.417514,4.380981,2
0.76104057,6.415588,1.8084086,2
-0.3511472,9.486166,3.8046522,2
0.8852231,7.8707433,2.137708,2
-0.35290948,6.4110847,6.0058885,2
1.4149396,8.077945,5.2135043,2
1.9351575,7.8205266,5.1458545,2
-1.4801565,8.115289,3.7828138,2
-0.20372126,4.622862,3.4088404,2
0.33727285,10.175044,2.9412537,2
1.2485012,7.7291026,2.4159875,2
-1.0758995,9.421174,3.4572034,2
2.3477588,6.355134,3.5890205,2
1.409692,5.1270123,4.068586,2
-1.1218154,6.079118,3.5281577,2
-0.6713625,10.286734,3.380818,2
-0.96835,8.944033,5.02172,2
0.5927142,7.680452,5.037704,2
-1.2730504,9.916547,3.5017214,2
0.42902276,6.5735393,3.801249,2
-1.0130558,3.9622257,3.5783844,2
1.0913408,8.737981,3.6601493,2
0.5707243,6.3493466,1.2979907,2
1.3743055,5.6908712,4.6570683,2
1.8966043,7.778509,1.8729978,2
1.5845968,9.45106,4.0732346,2
1.260697,8.169712,4.5345387,2
0.051723186,7.2928967,2.9560957,2
0.39798295,10.234462,3.5767467,2
2.2002757,7.6659684,3.0389433,2
1.1972717,3.34571,4.055166,2
-0.7610152,7.5720882,5.1423526,2
-0.36035025,7.0879993,4.7972856,2
2.2604582,7.353904,2.8912866,2
-0.25687465,7.437062,3.7565103,2
-0.22715972,7.361352,4.185407,2
0.3662742,10.343921,2.0442905,2
1.8092284,8.332798,2.214941,2
1.9082099,8.204075,3.1948276,2
-0.02817231,8.403036,1.5347705,2
1.1086121,6.4688725,5.6840363,2
1.8880577,8.653028,4.534406,2
0.8218387,8.475545,4.5559244,2
1.9782773,5.608959,3.0005124,2
1.4313735,8.39738,3.1065772,2
1.4020253,7.929284,4.484682,2
-1.2862045,9.233206,1.9950416,2
0.33530787,7.340465,2.7288637,2
1.6391132,8.99906,3.1932733,2
-0.5491017,10.019338,4.592441,2
1.2423294,7.4949026,2.7842498,2
0.78936994,7.52709,2.9847562,2
1.2066762,6.285873,4.2302465,2
1.2156261,8.467009,3.921966,2
1.6878912,6.657866,2.3935444,2
-1.9322426,7.8547764,2.6491795,2
-1.2242088,5.903301,4.7728558,2
0.22837378,9.743266,2.326129,2
-1.5585717,5.7579465,2.9896405,2
-1.275752,4.2110753,4.479212,2
-0.8917646,9.120357,2.374322,2
-1.0159433,7.3078766,3.3057332,2
0.11895199,8.755397,4.4107094,2
1.3638527,9.593617,4.323217,2
1.5289605,6.8647327,5.478828,2
-1.2766995,5.8587937,5.2104325,2
-0.032761224,8.385579,4.2873273,2
1.4850047,7.051214,3.528242,2
1.7706895,8.639065,4.484692,2
0.47577432,8.18258,4.0122633,2
-1.261754,6.308945,3.943406,2
-1.7546647,5.6042113,3.3015375,2
-1.0687782,6.201705,4.0261164,2
-1.1139383,9.960623,4.405205,2
0.964589,10.020486,3.386347,2
-0.2616543,7.426373,4.781923,2
0.9108991,6.944503,4.350756,2
1.4623686,4.1042027,2.8749945,2
0.027512614,6.48057,3.416516,2
2.1279228,6.156758,4.870524,2
-1.2364591,5.354701,3.626839,2
2.4715848,5.50774,3.4473083,2
0.12650089,9.824229,4.61316,2
-0.42695713,8.3658,3.5860205,2
1.2927706,6.830529,4.833028,2
1.0933015,6.5420175,1.8180077,2
0.68851525,9.995756,4.1364565,2
-1.3636116,9.099776,3.8546045,2
-1.8018951,9.169136,3.6984577,2
0.8856624,9.943732,2.6931908,2
-0.87175447,9.690452,2.4398117,2
0.850082,2.9161317,4.4008856,2
0.9562345,8.249296,4.7921176,2
-1.1112202,6.7519064,3.7942462,2
-0.13038224,8.521269,3.5337145,2
0.93819386,8.200318,4.9575677,2
1.2625848,9.248447,2.5626903,2
-0.38227838,10.198907,2.4533308,2
-0.13709682,10.334746,3.5688398,2
1.3653097,8.939562,2.0331862,2
0.6994639,6.6047826,4.658421,2
-0.045549463,7.1717067,5.775096,2
0.80075055,5.407644,4.3257346,2
0.9800663,6.4947257,3.3415928,2
1.6893225,6.1601577,3.4595168,2
0.24174461,5.817846,3.3162339,2
1.4725529,7.2124863,1.857108,2
2.0674443,5.3840704,3.392817,2
0.8899642,6.0919886,4.11543,2
1.2234625,8.405477,5.4117045,2
0.054345842,7.777104,2.0638342,2
-1.0045211,6.454669,2.9731677,2
-1.2202268,5.840062,2.1825924,2
-0.23226678,5.4629073,1.8762339,2
1.3423268,9.034414,2.490006,2
0.70854807,7.2121954,1.7671341,2
0.42513427,7.309101,4.6688433,2
0.81726587,8.705738,1.7776175,2
-0.14685525,9.38212,3.7694316,2
-0.6477454,9.813945,2.3583493,2
0.45824474,5.888508,4.1784444,2
0.88710725,8.224397,5.2037625,2
1.135488,5.9124365,4.3416266,2
-0.20618267,6.329389,5.311646,2
-0.553853,7.80045,3.9444437,2
2.0005052,5.311209,3.4499254,2
0.40413103,8.642919,3.8888063,2
1.2671682,5.3297944,2.5519166,2
0.48577315,8.129725,3.5970464,2
1.7315674,3.8488998,3.759375,2
-1.4836828,6.319229,2.188495,2
-0.28391623,4.8164353,3.160587,2
1.782211,8.463483,1.9503503,2
2.0230446,6.6319532,3.3973432,2
-1.2504671,9.135582,5.168494,2
1.312928,6.964393,3.5597577,2
-1.0012696,9.860558,3.3254511,2
0.16969886,6.037318,4.6580124,2
-0.16118403,8.608051,4.638682,2
0.09947367,5.374908,2.375436,2
1.2504505,6.8311706,5.5596876,2
0.7946949,10.084182,4.2305875,2
0.45823228,7.3158846,2.0476012,2
1.5463908,8.715339,3.3402233,2
0.2845007,7.325737,5.239546,2
-1.1918943,7.190179,3.0903373,2
0.5787353,9.383853,5.0515256,2
-1.5286719,5.4122343,4.83685,2
0.7401362,9.715174,2.3127744,2
1.7881267,8.34148,3.9920237,2
0.30108806,5.773124,5.101242,2
0.38763356,9.815391,1.9736099,2
0.6206776,7.8522677,2.8608313,2
1.5130485,6.5523663,5.3674517,2
0.12944445,10.308466,2.9894946,2
0.14822018,5.963307,4.3571396,2
-0.85001755,9.520319,2.7590382,2
-1.5780681,7.881263,2.2059338,2
1.7263378,6.2238126,4.9586782,2
-0.062283173,7.472922,4.533014,2
1.1273279,4.9820304,5.320074,2
1.6702695,7.5808406,2.7733457,2
1.8396947,8.357587,2.5026574,2
0.5371359,7.540911,3.6683664,2
1.143588,9.553976,4.392314,2
-0.024625458,8.335947,2.922673,2
-1.1825745,4.5319304,3.5055382,2
1.0075976,8.242535,4.587466,2
1.559259,5.801843,2.6829958,2
-0.78165036,7.054532,3.4055803,2
-1.4252331,8.022607,4.2418547,2
1.155846,9.23713,3.6706126,2
1.1714177,8.37526,4.0725093,2
2.127781,5.4285855,4.7171154,2
-1.3257341,9.455583,3.4503014,2
-1.4251419,8.388935,5.2501884,2
0.45643204,8.525062,4.472472,2
0.0637023,8.197993,5.6813607,2
-1.1502254,10.407113,2.0156758,2
-1.0288324,7.588726,3.83818,2
2.001136,8.371882,3.6670628,2
0.40922186,7.5324135,3.2886858,2
0.8056159,8.538223,2.5560122,2
-0.34222236,7.671543,4.657183,2
1.1826994,3.814835,3.025468,2
-1.3183601,9.617666,2.1392984,2
0.98832136,6.42645,2.7083066,2
0.67289585,5.008825,5.305281,2
-0.58402103,6.7891335,5.2794647,2
-0.01073243,4.150459,5.0514574,2
-0.73551416,6.262902,4.915609,2
0.2261925,8.224554,4.165994,2
-0.19006634,7.1340995,5.4705234,2
-0.43453684,5.8754826,5.9481816,2
0.5344929,9.87139,2.9897027,2
1.175323,7.86932,2.8242934,2
0.056338556,9.321221,5.285717,2
0.1678586,9.402391,3.6042247,2
1.3172635,8.683103,4.7262163,2
1.199649,8.670194,3.8017578,2
-0.5751648,8.428502,5.6341734,2
-0.115468256,8.49722,4.261094,2
1.539394,7.0748343,5.275626,2
1.6479717,6.173675,3.89229,2
-0.654488,7.8270426,5.874703,2
-0.22409233,7.3772902,3.9286618,2
-1.7544291,9.244302,3.448121,2
0.47339562,8.248256,3.1565087,2
-0.9433347,7.49673,3.990872,2
-0.50088876,6.8729587,5.927386,2
-0.15482566,8.1257105,5.5499153,2
1.4090731,9.381435,4.1860056,2
-0.19502646,9.16267,3.9604254,2
0.03209621,8.821146,5.1923847,2
0.21919967,7.575774,2.1630852,2
1.4183874,6.3379383,1.7478535,2
1.4289002,7.6001887,4.5117164,2
1.207607,8.216795,4.6466327,2
-0.28146943,9.137328,3.744006,2
-1.2241583,9.559407,2.8935003,2
0.9111687,9.991116,2.8984606,2
0.38708618,7.171687,3.739795,2
1.9600266,7.5726967,3.7556326,2
-0.023842137,7.1432743,5.594923,2
1.07447,6.7695446,3.9180532,2
0.13292073,6.565877,3.9273374,2
0.5549477,8.350792,3.6146872,2
-1.4961957,8.430931,3.1526742,2
0.17410798,7.7910604,2.4438193,2
1.3716131,5.781417,3.74278,2
1.6726665,9.469884,3.8242362,2
0.855354,6.2772555,5.224172,2
0.4867214,5.805354,3.5698698,2
1.4126621,5.4007683,2.3185866,2
0.54881346,3.4270635,2.9133346,2
0.42070377,10.134558,3.67922,2
1.470114,8.683861,3.4687436,2
-0.07564867,7.7895374,2.9907613,2
-0.79782444,7.336015,4.6592097,2
-1.0327228,6.445557,3.3601968,2
2.2373958,5.549585,4.4000764,2
-0.5011711,9.511337,2.7568898,2
-0.26130515,9.589309,3.994717,2
0.34867775,2.8558626,4.9634924,2
-0.34777835,5.8953733,6.156877,2
0.76876557,4.2746983,4.170675,2
2.1051395,4.3381133,3.7509816,2
-1.229777,6.1021147,5.974414,2
1.6917095,5.660508,3.0278378,2
1.4617172,4.461343,4.170172,2
-0.83830196,5.6890354,4.311405,2
-1.1018349,9.399234,3.1532428,2
-0.07097743,7.240743,4.712812,2
2.5187016,5.7291684,3.9750917,2
-0.99255997,4.627144,3.6996193,2
-0.055473663,9.291921,3.9822302,2
-0.09298377,4.7654777,4.2194486,2
0.7436926,4.450983,4.590394,2
0.9050845,8.216095,5.6068563,2
0.33202595,9.421211,5.130695,2
0.101255104,9.075847,3.7302341,2
2.2278082,6.1774616,3.9274268,2
-0.5712989,8.803618,4.58736,2
-1.1961191,6.060574,3.180529,2
0.04411741,5.6377144,6.0678263,2
1.1369473,6.185271,4.400073,2
-1.5660347,7.2077355,4.5713234,2
1.0491745,4.4361653,4.597558,2
0.28421158,6.1611867,3.9900262,2
-0.43993828,8.804851,3.0999153,2
0.73197246,9.932661,2.1047926,2
-0.04574908,4.646599,2.0926936,2
0.047491334,9.571861,4.701536,2
-1.3346841,8.510349,3.7685602,2
0.3811161,6.391022,1.7078536,2
0.12189899,7.8553057,4.403901,2
0.39637792,9.754341,4.916023,2
-1.0656878,6.133809,5.2408943,2
0.8306053,9.152154,5.3338423,2
0.81948173,9.724208,3.0253594,2
0.5002339,9.196937,5.4177623,2
0.49559352,3.3917322,2.8907661,2
-0.15962398,4.2783346,2.803286,2
-0.7204095,9.653587,4.9206524,2
1.4327772,8.069443,5.053114,2
-0.4722746,7.7124567,4.688019,2
1.8746455,6.3469667,5.1689353,2
-0.62764716,7.712423,4.841798,2
0.7323282,5.74727,3.4849486,2
0.07303206,8.72794,5.3047132,2
-1.3429054,7.393696,5.7035174,2
1.2045723,6.7322702,3.784679,2
0.44567627,7.55618,3.5674803,2
0.20834546,6.0114036,3.0042548,2
-1.9550427,7.2047095,4.476612,2
1.1806875,6.796751,2.588053,2
1.4192748,7.32607,1.7584456,2
1.5687041,8.490907,4.6574116,2
0.7055335,7.6506968,4.7403708,2
1.7220095,7.8663955,4.3365874,2
-0.9058693,5.546819,3.6986892,2
0.25298306,5.7419505,2.8437035,2
1.2330569,5.7549686,3.277967,2
0.5386218,8.035486,5.724882,2
0.5977612,8.390889,5.4926443,2
-1.0726358,9.346917,4.1777954,2
1.0047619,5.6634564,4.808441,2
1.5725921,7.5962586,4.467833,2
0.59342515,5.910777,4.013837,2
1.6231402,6.812384,2.8855288,2
-0.8868622,4.030454,3.4532263,2
0.5730292,8.467771,2.1556516,2
1.8999609,8.559689,3.660333,2
1.4391571,8.208201,4.9467726,2
-0.12686627,8.677182,5.0282955,2
-0.5207332,5.422815,5.3619475,2
-1.8164517,6.5966935,4.887472,2
-1.90207,7.708507,2.627317,2
2.5470705,8.345288,3.399359,2
0.030520603,8.707284,5.2365975,2
-1.11375,8.843537,2.4274154,2
-0.27246442,6.883211,5.4692645,2
-1.3219922,5.317875,4.414409,2
1.9837532,4.881542,3.7685888,2
0.25064367,8.523287,5.1571054,2
0.8403068,6.1391335,1.531132,2
1.8503253,8.003513,4.03689,2
0.75184083,6.148403,6.2910967,2
0.70398724,9.482651,4.966152,2
0.16638292,6.990426,4.1612616,2
-0.2608856,6.2112746,4.3102245,2
1.527845,4.0139866,3.188692,2
1.3116187,4.391826,5.028845,2
0.7574681,3.9616919,5.406708,2
-1.8528632,8.663369,4.4107256,2
1.187963,7.633095,3.514011,2
0.0905692,3.7101204,5.2888513,2
-1.3261224,4.537843,4.202733,2
-1.4029979,7.762502,4.3873324,2
2.1140947,7.1363225,4.10572,2
1.3456774,4.64741,2.6246111,2
0.918278,5.877067,4.9663334,2
-1.50884,8.6911745,3.5214677,2
1.7239314,9.351965,3.738481,2
-0.64180535,9.543316,3.2754266,2
0.6517271,8.409763,3.5786438,2
-0.5229882,5.2162485,5.8076506,2
-0.27147925,6.194163,2.5275886,2
-0.4496887,8.353523,4.784841,2
1.7726004,7.688951,3.3751202,2
0.5138702,3.9824076,4.1980777,2
0.4916545,8.320306,5.079041,2
1.4171416,4.001581,3.6041582,2
1.1215463,7.0428386,5.7253237,2
0.46987295,6.8376956,4.3032794,2
2.2054803,4.7702713,3.9414792,2
0.61367685,8.228028,3.9016018,2
0.8451335,2.6721373,4.63322,2
-0.22871692,6.5946608,5.767097,2
0.103298396,8.501446,3.734349,2
0.8903425,8.26761,5.599007,2
1.0313908,9.014877,3.5135922,2
-0.9835214,8.078116,5.0932703,2
-0.36259532,6.5435762,3.9410112,2
-1.3780104,6.4801383,5.775245,2
1.7021861,8.887704,3.2605932,2
1.5210813,6.7203484,3.9399505,2
-0.065178744,7.9635906,5.2374325,2
1.2419962,5.1490216,2.7426355,2
1.5482204,5.0646424,3.11063,2
1.6113498,8.667176,3.1334143,2
-0.77980644,9.571204,2.29167,2
-1.634395,7.080932,3.9985597,2
0.67548054,7.0317945,1.6388146,2
-0.5284489,7.536416,3.5609033,2
1.5120938,6.193841,4.170861,2
0.89517564,2.9138308,3.4132826,2
-1.178566,5.1126137,3.007374,2
-1.0407668,7.8326125,5.419895,2
1.3536841,6.7464457,5.1064625,2
-0.5051759,9.401524,2.2076266,2
1.0235362,2.6555276,4.588225,2
0.86244404,8.68454,3.2576895,2
0.008667752,3.446789,4.218145,2
0.04421172,5.1576643,2.2927294,2
-0.4158867,5.78929,4.574109,2
-0.24222401,4.014863,3.983249,2
-0.83998764,5.444179,5.099187,2
1.1150265,4.3517885,5.492903,2
-1.1590534,6.871719,2.6037376,2
0.41685683,4.7863584,2.536314,2
-0.5869746,6.5656033,5.319361,2
-0.1781652,8.066249,1.9468313,2
0.2176645,3.119211,2.7929983,2
0.58792996,3.419379,4.278251,2
-0.67390937,10.012869,3.472022,2
-0.5264537,6.9171486,5.509247,2
-0.942784,7.7662973,5.015564,2
0.48902312,8.717261,4.711452,2
0.61858994,2.7577114,4.8543634,2
-1.0876745,6.857979,4.8876896,2
-1.5101887,8.284862,3.991612,2
0.3863002,5.1217523,3.0715182,2
0.11916409,3.984394,3.659746,2
1.3925145,7.407004,3.12469,2
0.2581171,3.4140277,2.8635793,2
-0.5491976,5.484851,4.9908237,2
0.33003423,8.002099,3.8075457,2
2.010734,6.7779818,3.746726,2
-1.0354903,8.394374,4.1840143,2
-1.2282447,7.5616355,3.1427908,2
1.5606564,6.473241,4.846764,2
-0.667884,7.2388754,3.439563,2
-0.6573048,8.637237,3.5892649,2
0.37796617,5.9789352,4.837635,2
-1.6722252,7.5373225,3.13012,2
1.3881688,3.3284917,4.4457235,2
-1.1793697,8.432992,5.0393734,2
-2.2397559,7.3078456,2.860336,2
0.9273637,9.307175,4.635433,2
0.008972662,8.417576,5.1724052,2
2.1037972,8.537367,3.6347377,2
0.8272279,6.6001654,5.5067253,2
-0.07862408,3.5738618,5.248088,2
0.55192107,3.4016793,5.205604,2
-0.5161944,8.601383,3.9435194,2
0.34992048,7.5339437,5.0564017,2
0.36094412,3.5375953,2.5396714,2
0.96499753,7.174641,2.2241695,2
-1.4824686,7.6858788,3.980851,2
1.8474994,8.820925,3.6712306,2
-1.2583829,6.0608926,2.6001577,2
0.14739786,7.124011,5.699666,2
2.0110583,8.060978,3.5809946,2
-0.3092325,8.479744,2.923204,2
-0.80000055,7.9848995,4.7543244,2
-0.7064388,8.115985,5.09777,2
0.5869996,4.963622,4.141256,2
1.9361211,8.176555,4.9581866,2
1.2992953,8.812883,3.217598,2
-0.7037868,9.925843,4.778259,2
1.8543794,4.3980365,4.761047,2
0.42302975,5.3808403,4.139488,2
2.0827484,8.25451,4.561557,2
0.26143873,8.391086,1.632096,2
1.385663,9.202946,2.3563204,2
-0.9955206,9.642078,4.4743757,2
0.66030765,9.563962,3.487164,2
0.48135275,5.5185285,5.5960884,2
0.21966253,8.788701,5.0319986,2
1.1983186,4.8847895,3.29571,2
0.41518462,8.633916,4.369316,2
0.79173785,7.7884536,4.0386453,2
1.4577502,6.4969773,2.808077,2
0.9044129,9.387731,2.5048695,2
0.8140375,3.0043612,4.875541,2
1.0409929,8.307758,3.4924643,2
0.7389152,7.4869905,5.495912,2
0.7093266,3.4530587,2.9110525,2
1.3749788,7.231177,3.6415153,2
-0.53308254,7.5038238,3.4123547,2
2.0192308,7.6171813,2.61955,2
1.0093929,7.3676033,4.6772,2
2.0498393,8.620746,3.2364838,2
1.4154589,7.9502277,5.4882393,2
-0.6158567,8.721199,3.943598,2
0.7638774,8.867221,5.3687377,2
0.24081573,6.9328914,1.5174228,2
0.35463575,6.2631693,6.135991,2
-1.0408819,6.135983,5.5084753,2
0.08438454,6.225633,4.3893414,2
0.0843404,3.1743953,4.6910005,2
0.8648571,4.581343,4.620825,2
0.71375275,4.4630694,3.4041698,2
-1.5440998,6.4559803,3.3685758,2
-1.2651796,6.44258,5.971697,2
-1.0294513,8.913788,2.837512,2
2.050881,7.049055,2.3158321,2
-0.24789393,4.2505693,5.340593,2
1.9785872,7.9878464,3.9399123,2
1.5454397,4.2345676,5.017241,2
0.59835947,8.572642,4.0470743,2
0.45164618,7.7918596,1.5579085,2
-0.8203804,9.7207155,4.5591464,2
-0.32623076,9.338444,5.126631,2
1.0976124,6.6021914,5.2347183,2
0.002060196,7.7221284,2.18014,2
-0.83725274,6.760938,5.5099673,2
-0.55809194,5.695058,5.927313,2
0.9336087,3.4085338,3.3799005,2
1.005454,2.9103978,4.3731494,2
0.02738611,6.419316,5.3903775,2
1.5571359,7.499348,3.26192,2
0.41805428,9.249352,3.576497,2
1.5319527,9.018243,4.761171,2
-0.50889415,6.5933723,4.7638187,2
1.6896334,7.701696,5.2414966,2
-1.3356715,8.452445,4.56295,2
-0.85617036,8.639175,3.289021,2
-0.23336503,5.4041543,4.4732084,2
1.8215523,8.603237,2.1265898,2
1.0689447,6.325065,4.9561205,2
